Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
Trafo Version4;3;1;[2];m_default;7;89;110;-11.749.849.711.131.400;[-2.90353404 -2.90353403 -2.90353403]
Trafo Version4;3;2;[0, 1];m_default;7;56;68;-11.749.849.711.131.400;[-2.90353403 -2.90353403 -2.90353402]
Trafo Version4;3;2;[0, 2];m_default;7;58;68;-11.749.849.711.131.400;[-2.90353403 -2.90353403 -2.90353403]
Trafo Version4;3;2;[1, 2];m_default;7;68;77;-11.749.849.711.131.400;[-2.90353403 -2.90353403 -2.90353403]
Trafo Version4;3;3;[0, 1, 2];m_default;7;58;66;-11.749.849.711.131.400;[-2.90353403 -2.90353402 -2.90353402]
;;;;;;;;;
SQP (mixed);3;0;[];;;6;25;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;1;[0];;;6;19;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;1;[1];;;6;19;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;1;[2];;;6;19;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;2;[0, 1];;;6;13;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;2;[0, 2];;;6;13;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;2;[1, 2];;;6;13;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
SQP (mixed);3;3;[0, 1, 2];;;6;7;-11.749.849.690.096.200;[-2.90347035 -2.90347035 -2.90347035]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
ZZ30_Test;[1. 1. 1.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;3;0;[];2n+1;7;26;27;1,30E-29;[-1.62160977e-23  1.10851397e-23  1.61378948e-23]
FullyDetQuadInterpol;3;0;[];0.5(n+1)(n+2);10;26;30;7,49E-24;[ 4.67276382e-20  2.16523926e-20 -1.99826571e-21]
FullyDetLinearInterpol;3;0;[];n+1;4;61;73;1,35E+01;[-4.93750038e-10  2.56731256e-08 -5.40711501e-09]
;;;;;;;;;
Trafo Version1;3;0;[];m_default;10;26;30;1,84E-19;[-1.43537893e-18 -5.13809853e-19 -3.41799617e-18]
Trafo Version1;3;1;[0];m_default;6;36;41;2,56E-16;[ 3.46944695e-17  8.32667268e-16 -1.08246745e-15]
Trafo Version1;3;1;[1];m_default;6;38;44;6,14E-20;[-5.41383285e-19  6.53046322e-24 -7.77641980e-18]
Trafo Version1;3;1;[2];m_default;6;37;44;5,67E-17;[-1.21263949e-16 -7.92525556e-17 -4.92612761e-23]
Trafo Version1;3;2;[0, 1];m_default;5;26;25;1,43E-27;[ 2.11927531e-22 -5.99768193e-23 -3.14892447e-23]
Trafo Version1;3;2;[0, 2];m_default;5;26;25;4,95E-27;[-9.09724108e-22  8.88716654e-24  1.57224102e-21]
Trafo Version1;3;2;[1, 2];m_default;5;26;25;8,54E-28;[-1.12148844e-24  3.07340267e-22 -8.15382990e-22]
Trafo Version1;3;3;[0, 1, 2];m_default;4;26;24;2,97E-28;[-2.05990859e-29  9.87290766e-23 -1.01115682e-22]
;;;;;;;;;
Trafo Version4;3;0;[];m_default;7;26;27;8,39E-31;[ 1.27960851e-23 -6.13244533e-24 -1.65045605e-23]
Trafo Version4;3;1;[0];m_default;7;26;27;7,53E-28;[-1.16343270e-24 -4.06983719e-22  6.49126856e-22]
Trafo Version4;3;1;[1];m_default;7;26;27;1,09E-24;[-5.91807677e-21  2.76611946e-24  1.99304948e-21]
Trafo Version4;3;1;[2];m_default;7;26;27;8,51E-29;[ 1.43930323e-22 -1.07218263e-22  3.68650478e-25]
Trafo Version4;3;2;[0, 1];m_default;7;26;27;4,34E-30;[-4.91274962e-26 -5.98067007e-26  6.58501199e-23]
Trafo Version4;3;2;[0, 2];m_default;7;26;27;1,16E-29;[-2.62546714e-26  2.41060415e-23 -2.04128409e-25]
Trafo Version4;3;2;[1, 2];m_default;7;26;27;5,92E-31;[-1.33623445e-23  2.68958576e-24 -6.50912168e-24]
Trafo Version4;3;3;[0, 1, 2];m_default;7;26;27;4,26E-31;[2.72654133e-24 1.02997641e-23 1.38366684e-23]
;;;;;;;;;
SQP (mixed);3;0;[];;;4;19;3,89E-15;[2.49800181e-16 2.49800181e-16 2.77555756e-16]
SQP (mixed);3;1;[0];;;4;15;3,48E-17;[-1.73472348e-17  5.55111512e-17  1.66533454e-16]
SQP (mixed);3;1;[1];;;4;15;9,79E-16;[5.51642065e-16 1.52655666e-16 1.38777878e-16]
SQP (mixed);3;1;[2];;;4;15;5,02E-16;[1.73472348e-16 3.60822483e-16 3.88578059e-16]
SQP (mixed);3;2;[0, 1];;;4;11;3,64E-17;[-6.93889390e-17  6.93889390e-17  1.11022302e-16]
SQP (mixed);3;2;[0, 2];;;4;11;5,37E-18;[-4.85722573e-17  9.71445147e-17  1.66533454e-16]
SQP (mixed);3;2;[1, 2];;;4;11;1,90E-15;[7.28583860e-17 2.35922393e-16 2.49800181e-16]
SQP (mixed);3;3;[0, 1, 2];;;4;7;6,01E-18;[-2.42861287e-17 -4.16333634e-17 -2.77555756e-17]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
ZZ31_Test;[0. 0. 0.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;3;0;[];2n+1;7;59;63;-7.0;[3.00000001 4.00000001 3.00000001]
FullyDetQuadInterpol;3;0;[];0.5(n+1)(n+2);10;36;44;-7.0;[3. 4. 3.]
FullyDetLinearInterpol;3;0;[];n+1;4;134;158;-7.0;[3.00000004 4.00000005 3.00000005]
;;;;;;;;;
Trafo Version1;3;0;[];m_default;10;37;45;-70.000.000.000.000.000;[2.99999998 3.99999997 2.99999997]
Trafo Version1;3;1;[0];m_default;6;44;54;-70.000.000.000.000.000;[3.         4.         3.00000003]
Trafo Version1;3;1;[1];m_default;6;36;43;-7.0;[3. 4. 3.]
Trafo Version1;3;1;[2];m_default;6;35;41;-7.0;[3. 4. 3.]
Trafo Version1;3;2;[0, 1];m_default;5;36;35;-70.000.000.000.000.000;[3.         4.         2.99999999]
Trafo Version1;3;2;[0, 2];m_default;5;32;34;-70.000.000.000.000.000;[3.         3.99999999 3.        ]
Trafo Version1;3;2;[1, 2];m_default;5;31;30;-7.0;[3. 4. 3.]
Trafo Version1;3;3;[0, 1, 2];m_default;4;28;26;-7.0;[3. 4. 3.]
;;;;;;;;;
Trafo Version4;3;0;[];m_default;7;64;70;-7.0;[3.00000003 4.00000005 3.00000004]
Trafo Version4;3;1;[0];m_default;7;65;84;-70.000.000.000.000.000;[3.00000001 4.00000002 3.00000001]
Trafo Version4;3;1;[1];m_default;7;46;53;-7.0;[2.99999998 4.00000001 3.00000004]
Trafo Version4;3;1;[2];m_default;7;64;80;-7.0;[3.00000004 4.00000009 3.00000005]
Trafo Version4;3;2;[0, 1];m_default;7;50;58;-70.000.000.000.000.000;[3.00000001 4.00000001 3.        ]
Trafo Version4;3;2;[0, 2];m_default;7;50;56;-70.000.000.000.000.000;[3.         4.00000001 3.        ]
Trafo Version4;3;2;[1, 2];m_default;7;62;75;-7.0;[3.         4.00000003 3.00000001]
Trafo Version4;3;3;[0, 1, 2];m_default;7;48;52;-70.000.000.000.000.000;[3.00000001 4.00000001 3.        ]
;;;;;;;;;
SQP (mixed);3;0;[];;;5;21;-69.999.999.999.999.900;[3. 4. 3.]
SQP (mixed);3;1;[0];;;5;16;-7.0;[3. 4. 3.]
SQP (mixed);3;1;[1];;;5;16;-7.0;[3. 4. 3.]
SQP (mixed);3;1;[2];;;5;16;-7.0;[3. 4. 3.]
SQP (mixed);3;2;[0, 1];;;5;11;-70.000.000.000.000.000;[3. 4. 3.]
SQP (mixed);3;2;[0, 2];;;5;11;-7.0;[3. 4. 3.]
SQP (mixed);3;2;[1, 2];;;5;11;-7.0;[3. 4. 3.]
SQP (mixed);3;3;[0, 1, 2];;;5;6;-7.0;[3. 4. 3.]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
ZZ04_Test_4dRosenbrock;[0. 0. 0. 0.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;4;0;[];2n+1;9;190;242;7,05E-03;[1. 1. 1. 1.]
FullyDetQuadInterpol;4;0;[];0.5(n+1)(n+2);15;158;208;3,41E-09;[1. 1. 1. 1.]
FullyDetLinearInterpol;4;0;[];n+1;5;1556;fail;0.03540443687850427;[0.95679621 0.91544368 0.83767399 0.70119618]
;;;;;;;;;
Trafo Version1;4;0;[];m_default;15;157;204;1,97E-09;[1. 1. 1. 1.]
Trafo Version1;4;1;[0];m_default;8;1412;fail;0.00012439147814906874;[0.99757068 0.99513508 0.99027194 0.98067379]
Trafo Version1;4;1;[1];m_default;8;1404;fail;0.0001676370113640719;[0.99716703 0.99437381 0.9887279  0.97750989]
Trafo Version1;4;1;[2];m_default;8;1415;fail;2,66E+10;[0.99889313 0.99775451 0.99550606 0.99100603]
Trafo Version1;4;1;[3];m_default;8;906;1293;4,74E+08;[1.00004716 1.00009465 1.00018978 1.00038107]
Trafo Version1;4;2;[0, 1];m_default;7;115;143;5,78E-10;[1. 1. 1. 1.]
Trafo Version1;4;2;[0, 2];m_default;7;110;136;6,88E-13;[1. 1. 1. 1.]
Trafo Version1;4;2;[1, 2];m_default;7;102;131;2,42E-08;[1. 1. 1. 1.]
Trafo Version1;4;2;[0, 3];m_default;7;109;139;3,63E-10;[1. 1. 1. 1.]
Trafo Version1;4;2;[1, 3];m_default;7;96;117;7,79E-11;[1. 1. 1. 1.]
Trafo Version1;4;2;[2, 3];m_default;7;130;155;1,00E-11;[1. 1. 1. 1.]
Trafo Version1;4;3;[0, 1, 2];m_default;6;76;96;2,42E-08;[1. 1. 1. 1.]
Trafo Version1;4;3;[0, 1, 3];m_default;6;116;143;8,60E-12;[1. 1. 1. 1.]
Trafo Version1;4;3;[0, 2, 3];m_default;6;89;112;3,82E-11;[1. 1. 1. 1.]
Trafo Version1;4;3;[1, 2, 3];m_default;6;99;122;5,72E-11;[1. 1. 1. 1.]
Trafo Version1;4;4;[0, 1, 2, 3];m_default;5;77;96;1,08E-12;[1. 1. 1. 1.]
;;;;;;;;;
Trafo Version4;4;0;[];m_default;9;228;296;4,62E-02;[1. 1. 1. 1.]
Trafo Version4;4;1;[0];m_default;9;491;669;1,18E+01;[1.00000001 1.00000001 1.00000003 1.00000006]
Trafo Version4;4;1;[1];m_default;9;632;850;2,33E+00;[0.99999999 0.99999998 0.99999996 0.99999993]
Trafo Version4;4;1;[2];m_default;9;1453;1883;3,19E+04;[0.99999877 0.99999754 0.99999508 0.99999012]
Trafo Version4;4;1;[3];m_default;9;640;853;4,13E+06;[0.99998583 0.99997196 0.99994437 0.99988826]
Trafo Version4;4;2;[0, 1];m_default;9;574;786;2,97E+06;[1.00000374 1.00000749 1.00001503 1.00002998]
Trafo Version4;4;2;[0, 2];m_default;9;472;633;2,11E+01;[0.99999997 0.99999994 0.99999988 0.99999975]
Trafo Version4;4;2;[1, 2];m_default;9;497;638;1,11E+11;[0.99930111 0.9985681  0.99711404 0.99420931]
Trafo Version4;4;2;[0, 3];m_default;9;583;759;1,63E+01;[1.00000001 1.00000002 1.00000003 1.00000007]
Trafo Version4;4;2;[1, 3];m_default;9;436;588;7,76E+00;[1.00000002 1.00000003 1.00000007 1.00000014]
Trafo Version4;4;2;[2, 3];m_default;9;599;777;1,15E+01;[1.00000001 1.00000001 1.00000003 1.00000005]
Trafo Version4;4;3;[0, 1, 2];m_default;9;329;394;4,48E-01;[1.         1.00000001 1.00000002 1.00000003]
Trafo Version4;4;3;[0, 1, 3];m_default;9;250;314;2,33E+08;[1.00003313 1.00006643 1.00013327 1.00026654]
Trafo Version4;4;3;[0, 2, 3];m_default;9;214;277;6,11E-02;[1. 1. 1. 1.]
Trafo Version4;4;3;[1, 2, 3];m_default;9;252;340;1,20E+00;[1.         1.         0.99999999 0.99999999]
Trafo Version4;4;4;[0, 1, 2, 3];m_default;9;169;223;3,12E-01;[1. 1. 1. 1.]
;;;;;;;;;
SQP (mixed);4;0;[];;;30;164;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;1;[0];;;30;134;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;1;[1];;;30;134;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;1;[2];;;30;134;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;1;[3];;;30;134;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[0, 1];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[0, 2];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[1, 2];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[0, 3];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[1, 3];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;2;[2, 3];;;30;104;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;3;[0, 1, 2];;;30;74;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;3;[0, 1, 3];;;30;74;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;3;[0, 2, 3];;;30;74;1,07E+09;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;3;[1, 2, 3];;;30;74;1,07E+08;[0.9999382  0.9998718  0.99973319 0.99946117]
SQP (mixed);4;4;[0, 1, 2, 3];;;30;44;1,07E+08;[0.9999382  0.9998718  0.99973319 0.99946117]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
ZZ09_Test;[1. 1. 1. 1.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;4;0;[];2n+1;9;26;29;4,31E-29;[-2.07953025e-23  1.44242133e-22 -1.15590606e-22 -9.22754925e-23]
FullyDetQuadInterpol;4;0;[];0.5(n+1)(n+2);15;26;35;1,97E-20;[ 3.50658955e-18  2.16211456e-18  5.55023106e-19 -1.55575748e-18]
FullyDetLinearInterpol;4;0;[];n+1;5;75;91;1,02E+00;[-7.39485079e-09 -6.52344689e-09  1.34301381e-09  1.85556256e-09]
;;;;;;;;;
Trafo Version1;4;0;[];m_default;15;26;35;4,79E-14;[-1.77635684e-15 -5.10702591e-15 -1.33226763e-15  4.10782519e-15]
Trafo Version1;4;1;[0];m_default;8;56;73;9,48E-05;[-2.77805906e-25  4.31699658e-10 -6.99152961e-10 -5.22732594e-10]
Trafo Version1;4;1;[1];m_default;8;50;76;1,84E-02;[-4.03669207e-10 -2.64809031e-22 -3.90724370e-09  1.72344361e-09]
Trafo Version1;4;1;[2];m_default;8;55;77;2,67E-02;[ 1.12929164e-09  4.68079533e-09  8.13697390e-22 -1.86398481e-09]
Trafo Version1;4;1;[3];m_default;8;50;66;1,18E-01;[-1.10360036e-09 -1.01323596e-08  3.76508903e-09  5.30973725e-23]
Trafo Version1;4;2;[0, 1];m_default;7;31;35;2,54E-25;[ 1.62846643e-22 -1.57634332e-23 -4.12505150e-21  2.89691321e-21]
Trafo Version1;4;2;[0, 2];m_default;7;30;32;8,12E-26;[-1.18296167e-21  8.86459850e-21 -2.58818223e-22 -1.09192422e-21]
Trafo Version1;4;2;[1, 2];m_default;7;32;35;3,48E-25;[2.11715963e-21 3.57962436e-22 2.37600020e-22 1.85292162e-20]
Trafo Version1;4;2;[0, 3];m_default;7;30;32;2,34E-26;[ 5.89077811e-23  8.52217218e-22 -1.18111206e-21  4.59241803e-22]
Trafo Version1;4;2;[1, 3];m_default;7;32;35;7,50E-25;[3.39850298e-21 5.03358217e-22 2.71734348e-20 3.26317607e-23]
Trafo Version1;4;2;[2, 3];m_default;7;31;32;1,96E-26;[ 4.34976189e-22  1.21563761e-21 -3.74906225e-22  3.85719922e-22]
Trafo Version1;4;3;[0, 1, 2];m_default;6;26;26;1,51E-25;[ 8.05927832e-24 -8.95331106e-21  8.37717122e-21 -5.15391501e-22]
Trafo Version1;4;3;[0, 1, 3];m_default;6;26;26;3,42E-27;[ 1.50326046e-23  4.03703250e-21 -1.98434337e-21 -3.73761195e-21]
Trafo Version1;4;3;[0, 2, 3];m_default;6;26;26;7,76E-27;[-1.42457641e-22  2.76537675e-21 -2.41207123e-22 -1.78151653e-22]
Trafo Version1;4;3;[1, 2, 3];m_default;6;26;26;1,14E-25;[-1.34624642e-21  7.83083889e-22  1.30878984e-21 -2.69337891e-21]
Trafo Version1;4;4;[0, 1, 2, 3];m_default;5;26;25;8,64E-30;[4.34583638e-23 1.07957577e-23 5.55672789e-23 5.95289341e-23]
;;;;;;;;;
Trafo Version4;4;0;[];m_default;9;26;29;5,05E-29;[ 1.50427239e-23  2.06193227e-22 -4.51840665e-23 -7.54860448e-23]
Trafo Version4;4;1;[0];m_default;9;26;29;4,13E-22;[3.61472167e-23 4.74605346e-21 1.34353513e-19 1.52463910e-19]
Trafo Version4;4;1;[1];m_default;9;26;29;1,03E-20;[ 6.38353399e-19 -1.30478925e-22 -5.83479635e-19 -5.31379482e-19]
Trafo Version4;4;1;[2];m_default;9;26;29;8,32E-23;[-2.44478306e-19 -1.16767861e-19 -2.55990602e-23  9.89829984e-20]
Trafo Version4;4;1;[3];m_default;9;26;29;7,14E-21;[ 6.57506122e-19  2.94167616e-19 -4.42063073e-19 -1.23950243e-23]
Trafo Version4;4;2;[0, 1];m_default;9;26;29;3,48E-21;[-8.59708503e-25  8.00116688e-24 -3.72769116e-19 -4.57575885e-19]
Trafo Version4;4;2;[0, 2];m_default;9;26;29;5,91E-21;[ 3.39466396e-22 -4.54268000e-19 -2.27933295e-22 -6.20071648e-19]
Trafo Version4;4;2;[1, 2];m_default;9;26;29;1,37E-22;[ 5.29467188e-20 -8.08445482e-24 -9.91372228e-24  1.04174979e-19]
Trafo Version4;4;2;[0, 3];m_default;9;26;29;1,00E-22;[-5.57026329e-23  7.81676814e-20  6.23915772e-20  8.78482170e-23]
Trafo Version4;4;2;[1, 3];m_default;9;26;29;2,84E-22;[-7.13335409e-20  1.16421598e-21 -1.52557972e-19 -8.72736551e-22]
Trafo Version4;4;2;[2, 3];m_default;9;26;29;1,40E-24;[-1.68434161e-20 -3.34031703e-20 -9.62431761e-24 -8.45346501e-24]
Trafo Version4;4;3;[0, 1, 2];m_default;9;26;29;5,50E-29;[ 2.56715376e-24  4.29905528e-26 -1.91856928e-24  7.41026534e-23]
Trafo Version4;4;3;[0, 1, 3];m_default;9;26;29;4,79E-31;[-2.55504395e-24 -7.66054936e-26  2.17294781e-23  2.63197130e-25]
Trafo Version4;4;3;[0, 2, 3];m_default;9;26;29;1,70E-30;[ 5.66102363e-25  4.11938518e-23 -2.14383206e-25 -2.75584613e-25]
Trafo Version4;4;3;[1, 2, 3];m_default;9;26;29;2,10E-28;[ 1.45073254e-22 -2.74909742e-25  5.69416170e-25  2.19216163e-25]
Trafo Version4;4;4;[0, 1, 2, 3];m_default;9;26;29;9,63E-30;[-3.63734571e-23 -5.77699126e-23 -5.00157647e-23 -4.96764432e-23]
;;;;;;;;;
SQP (mixed);4;0;[];;;2;11;0.0;[0. 0. 0. 0.]
SQP (mixed);4;1;[0];;;2;9;1,38E-14;[-1.11022302e-15  2.22044605e-16  2.22044605e-16  2.22044605e-16]
SQP (mixed);4;1;[1];;;2;9;1,38E-14;[ 2.22044605e-16 -1.11022302e-15  2.22044605e-16  2.22044605e-16]
SQP (mixed);4;1;[2];;;2;9;1,38E-14;[ 2.22044605e-16  2.22044605e-16 -1.11022302e-15  2.22044605e-16]
SQP (mixed);4;1;[3];;;2;9;1,38E-14;[ 2.22044605e-16  2.22044605e-16  2.22044605e-16 -1.11022302e-15]
SQP (mixed);4;2;[0, 1];;;2;7;1,77E-14;[-6.66133815e-16 -6.66133815e-16  6.66133815e-16  6.66133815e-16]
SQP (mixed);4;2;[0, 2];;;2;7;1,77E-14;[-6.66133815e-16  6.66133815e-16 -6.66133815e-16  6.66133815e-16]
SQP (mixed);4;2;[1, 2];;;2;7;1,77E-14;[ 6.66133815e-16 -6.66133815e-16 -6.66133815e-16  6.66133815e-16]
SQP (mixed);4;2;[0, 3];;;2;7;1,77E-14;[-6.66133815e-16  6.66133815e-16  6.66133815e-16 -6.66133815e-16]
SQP (mixed);4;2;[1, 3];;;2;7;1,77E-14;[ 6.66133815e-16 -6.66133815e-16  6.66133815e-16 -6.66133815e-16]
SQP (mixed);4;2;[2, 3];;;2;7;1,77E-14;[ 6.66133815e-16  6.66133815e-16 -6.66133815e-16 -6.66133815e-16]
SQP (mixed);4;3;[0, 1, 2];;;2;5;1,38E-14;[-4.4408921e-16 -4.4408921e-16 -4.4408921e-16  8.8817842e-16]
SQP (mixed);4;3;[0, 1, 3];;;2;5;1,38E-14;[-4.4408921e-16 -4.4408921e-16  8.8817842e-16 -4.4408921e-16]
SQP (mixed);4;3;[0, 2, 3];;;2;5;1,38E-14;[-4.4408921e-16  8.8817842e-16 -4.4408921e-16 -4.4408921e-16]
SQP (mixed);4;3;[1, 2, 3];;;2;5;1,38E-14;[ 8.8817842e-16 -4.4408921e-16 -4.4408921e-16 -4.4408921e-16]
SQP (mixed);4;4;[0, 1, 2, 3];;;2;3;0.0;[0. 0. 0. 0.]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
ZZ22_Test;[0. 0. 0. 0.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;4;0;[];2n+1;9;115;145;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.903534   -2.90353402]
FullyDetQuadInterpol;4;0;[];0.5(n+1)(n+2);15;81;105;-15.666.466.281.508.500;[-2.90353403 -2.90353402 -2.90353403 -2.90353402]
FullyDetLinearInterpol;4;0;[];n+1;5;87;109;-15.666.466.281.508.500;[-2.90353404 -2.903534   -2.90353401 -2.90353403]
;;;;;;;;;
Trafo Version1;4;0;[];m_default;15;68;94;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353402 -2.90353403]
Trafo Version1;4;1;[0];m_default;8;65;93;-14.252.794.376.659.800;[-2.90353403 -2.90353403 -2.90353402  2.74680276]
Trafo Version1;4;1;[1];m_default;8;52;76;-14.252.794.376.659.800;[-2.90353403 -2.90353403 -2.90353403  2.74680277]
Trafo Version1;4;1;[2];m_default;8;52;76;-14.252.794.376.659.800;[-2.90353403 -2.90353403 -2.90353403  2.74680277]
Trafo Version1;4;1;[3];m_default;8;62;88;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353402 -2.90353403]
Trafo Version1;4;2;[0, 1];m_default;7;46;55;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;2;[0, 2];m_default;7;51;60;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;2;[1, 2];m_default;7;45;53;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;2;[0, 3];m_default;7;47;56;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;2;[1, 3];m_default;7;47;56;-14.252.794.376.659.800;[-2.90353401 -2.90353403  2.74680279 -2.90353403]
Trafo Version1;4;2;[2, 3];m_default;7;49;56;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;3;[0, 1, 2];m_default;6;41;47;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353404]
Trafo Version1;4;3;[0, 1, 3];m_default;6;41;47;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353404 -2.90353403]
Trafo Version1;4;3;[0, 2, 3];m_default;6;42;47;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;3;[1, 2, 3];m_default;6;51;55;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version1;4;4;[0, 1, 2, 3];m_default;5;41;46;-15.666.466.281.508.500;[-2.90353403 -2.90353402 -2.90353402 -2.90353404]
;;;;;;;;;
Trafo Version4;4;0;[];m_default;9;116;146;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353399 -2.90353404]
Trafo Version4;4;1;[0];m_default;9;162;229;-14.252.794.376.659.800;[ 2.74680277 -2.90353403 -2.90353405 -2.90353404]
Trafo Version4;4;1;[1];m_default;9;206;268;-15.666.466.281.508.500;[-2.90353402 -2.90353406 -2.90353404 -2.90353403]
Trafo Version4;4;1;[2];m_default;9;177;240;-15.666.466.281.508.500;[-2.90353401 -2.90353405 -2.90353403 -2.90353403]
Trafo Version4;4;1;[3];m_default;9;213;289;-15.666.466.281.508.500;[-2.90353405 -2.90353404 -2.90353401 -2.90353403]
Trafo Version4;4;2;[0, 1];m_default;9;65;88;-14.252.794.376.659.800;[-2.90353403 -2.90353403 -2.90353401  2.74680277]
Trafo Version4;4;2;[0, 2];m_default;9;65;88;-14.252.794.376.659.800;[-2.90353403  2.74680277 -2.90353403 -2.90353401]
Trafo Version4;4;2;[1, 2];m_default;9;72;92;-1.425.279.437.665.980;[-2.90353403 -2.90353403 -2.90353403  2.74680277]
Trafo Version4;4;2;[0, 3];m_default;9;65;87;-1.425.279.437.665.980;[-2.90353403 -2.90353403  2.74680278 -2.90353403]
Trafo Version4;4;2;[1, 3];m_default;9;70;91;-1.425.279.437.665.980;[-2.90353403 -2.90353403  2.74680277 -2.90353403]
Trafo Version4;4;2;[2, 3];m_default;9;69;93;-1.425.279.437.665.980;[-2.90353403  2.74680278 -2.90353403 -2.90353403]
Trafo Version4;4;3;[0, 1, 2];m_default;9;64;76;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
Trafo Version4;4;3;[0, 1, 3];m_default;9;76;95;-15.666.466.281.508.500;[-2.90353403 -2.90353402 -2.90353403 -2.90353404]
Trafo Version4;4;3;[0, 2, 3];m_default;9;63;75;-15.666.466.281.508.500;[-2.90353403 -2.90353403 -2.90353403 -2.90353403]
