Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
HD01_sum2_10d;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
Trafo Version4;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;21;327;364;1,40E+00;"[ 1.87812044e-09  1.27672464e-09  1.04727070e-09 -1.46109849e-08
  6.30948241e-09  1.86013329e-10 -1.77427151e-08  4.82488853e-09
 -8.72812973e-09  7.72749610e-09]"
;;;;;;;;;
SQP (only FD);10;0;[];;;13;150;2,40E+08;"[-2.10309655e-04 -1.60562069e-04 -1.11387805e-04 -9.04559167e-05
 -9.29692884e-05 -8.51658928e-05 -1.29003092e-04 -2.09704729e-05
 -1.02466731e-04 -1.27520346e-04]"
SQP (mixed);10;5;[3, 5, 6, 7, 9];;;13;85;2,40E+08;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;5;[2, 4, 5, 6, 7];;;13;85;2,40E+08;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;5;[1, 2, 4, 7, 8];;;13;85;2,40E+09;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;7;[0, 2, 3, 5, 6, 7, 8];;;13;59;2,40E+09;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;7;[0, 1, 4, 5, 6, 7, 9];;;13;59;2,40E+09;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;7;[0, 1, 2, 3, 5, 7, 8];;;13;59;2,40E+09;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
SQP (mixed);10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];;;13;20;2,40E+09;"[-2.10302168e-04 -1.60554519e-04 -1.11380285e-04 -9.04483978e-05
 -9.29617997e-05 -8.51584345e-05 -1.28995639e-04 -2.09629957e-05
 -1.02459228e-04 -1.27512928e-04]"
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
HD06_dixon_10d;[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;10;0;[];2n+1;21;271;339;5,77E-04;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
FullyDetQuadInterpol;10;0;[];0.5(n+1)(n+2);66;27;87;2,02E-11;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
FullyDetLinearInterpol;10;0;[];n+1;11;1383;1723;1,96E+08;"[0.99993791 0.99987901 0.99985581 0.9998217  0.99982084 0.99982096
 0.99981494 0.99984531 0.99986505 0.99994072]"
;;;;;;;;;
Trafo Version1;10;5;[0, 4, 5, 6, 9];m_default;16;198;296;4,21E+00;"[0.99999999 0.99999998 0.99999998 0.99999997 0.99999998 0.99999998
 0.99999999 0.99999999 1.         1.        ]"
Trafo Version1;10;5;[0, 3, 4, 7, 9];m_default;16;200;308;1,52E+00;"[1.00000001 1.00000001 1.00000001 1.00000001 1.00000001 1.00000001
 1.00000001 1.00000001 1.00000001 1.        ]"
Trafo Version1;10;5;[1, 2, 3, 5, 6];m_default;16;187;284;8,93E-02;"[1.         0.99999999 0.99999999 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 1.         1.        ]"
Trafo Version1;10;7;[0, 1, 4, 5, 6, 7, 9];m_default;14;41;57;8,82E-13;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
Trafo Version1;10;7;[2, 3, 4, 6, 7, 8, 9];m_default;14;42;59;1,05E-10;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
Trafo Version1;10;7;[0, 2, 3, 6, 7, 8, 9];m_default;14;43;60;1,71E-14;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
Trafo Version1;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;11;27;32;0.0;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
;;;;;;;;;
Trafo Version4;10;5;[0, 4, 5, 6, 9];m_default;21;988;1395;6,16E+00;"[0.99999997 0.99999995 0.99999992 0.9999999  0.99999993 0.99999995
 0.99999998 1.         1.00000003 1.00000001]"
Trafo Version4;10;5;[0, 3, 4, 7, 9];m_default;21;1691;2435;1,24E+06;"[0.99997979 0.99996085 0.99995603 0.99995606 0.99995599 0.99995559
 0.99995941 0.99997148 0.99998414 0.99999232]"
Trafo Version4;10;5;[1, 2, 3, 5, 6];m_default;21;1526;2238;9,80E+02;"[0.99999975 0.99999943 0.99999913 0.99999884 0.99999856 0.9999986
 0.99999865 0.99999876 0.99999912 0.99999968]"
Trafo Version4;10;7;[0, 1, 4, 5, 6, 7, 9];m_default;21;344;517;1,42E+00;"[0.99999999 0.99999999 0.99999998 0.99999999 0.99999999 0.99999999
 0.99999999 0.99999999 0.99999999 1.        ]"
Trafo Version4;10;7;[2, 3, 4, 6, 7, 8, 9];m_default;21;352;536;8,10E-01;"[1.00000001 1.00000002 1.00000003 1.00000004 1.00000003 1.00000003
 1.00000003 1.00000002 1.00000002 1.00000002]"
Trafo Version4;10;7;[0, 2, 3, 6, 7, 8, 9];m_default;21;449;646;1,64E-01;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
Trafo Version4;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;21;282;320;4,97E-02;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
;;;;;;;;;
SQP (only FD);10;0;[];;;7;81;1,97E+03;"[1.00000003 0.99999979 0.99999996 0.99999987 0.99999986 0.99999986
 0.99999987 0.99999981 1.00000004 0.99999987]"
SQP (mixed);10;5;[0, 4, 5, 6, 9];;;7;46;2,04E-11;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;5;[0, 3, 4, 7, 9];;;7;46;6,81E-12;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;5;[1, 2, 3, 5, 6];;;7;46;1,09E-10;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;7;[0, 1, 4, 5, 6, 7, 9];;;7;32;2,66E-11;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;7;[2, 3, 4, 6, 7, 8, 9];;;7;32;2,12E-11;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;7;[0, 2, 3, 6, 7, 8, 9];;;7;32;1,05E-10;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
SQP (mixed);10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];;;7;11;7,39E-13;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
HD09_trid_10d;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;10;0;[];2n+1;21;249;336;-20.999.999.999.999.800;"[ 9.99999793 17.99999748 23.99999746 27.99999722 29.99999705 29.99999769
 27.99999808 23.99999901 17.9999995   9.99999992]"
FullyDetQuadInterpol;10;0;[];0.5(n+1)(n+2);66;121;275;-21.000.000.000.000.100;"[10.00000017 18.00000036 23.99999936 27.99999988 30.00000013 30.00000015
 28.00000058 24.00000018 18.00000001  9.99999994]"
FullyDetLinearInterpol;10;0;[];n+1;11;1795;2194;-20.999.999.998.687.100;"[ 9.99993363 17.99986509 23.99981681 27.99977694 29.99975989 29.9997611
 27.99977959 23.99982232 17.99987836  9.99992832]"
;;;;;;;;;
Trafo Version1;10;5;[0, 2, 3, 5, 9];m_default;16;222;348;-20.999.999.999.999.500;"[10.00000195 18.00000359 24.00000406 28.00000403 30.00000351 30.00000417
 28.00000357 24.00000284 18.00000232 10.00000139]"
Trafo Version1;10;5;[0, 2, 6, 7, 9];m_default;16;202;311;-20.999.999.999.999.600;"[10.00000119 18.00000208 24.00000312 28.00000419 30.00000419 30.00000444
 28.00000454 24.00000408 18.00000317 10.00000171]"
Trafo Version1;10;5;[3, 5, 6, 8, 9];m_default;16;135;220;-2.099.999.999.999.990;"[10.00000037 18.00000001 24.00000089 28.00000177 30.00000233 30.00000276
 28.0000026  24.00000204 18.00000155 10.00000081]"
Trafo Version1;10;7;[0, 1, 5, 6, 7, 8, 9];m_default;14;55;88;-2.100.000.000.000.000;[10. 18. 24. 28. 30. 30. 28. 24. 18. 10.]
Trafo Version1;10;7;[0, 1, 3, 4, 6, 8, 9];m_default;14;58;90;-21.000.000.000.000.100;"[10.         18.         24.00000008 28.         30.         30.
 28.         24.00000005 18.         10.        ]"
Trafo Version1;10;7;[0, 1, 2, 3, 6, 7, 8];m_default;14;53;87;-2.100.000.000.000.000;"[10.00000001 18.00000067 24.00000017 27.99999981 29.99999998 30.00000014
 28.00000032 23.99999985 17.99999946  9.99999977]"
Trafo Version1;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;11;36;54;-2.100.000.000.000.000;"[ 9.99999993 17.99999985 23.99999978 27.99999972 29.9999997  29.9999997
 27.99999972 23.99999978 17.99999984  9.99999994]"
;;;;;;;;;
Trafo Version4;10;5;[0, 2, 3, 5, 9];m_default;21;2184;3173;-20.999.999.999.547.400;"[ 9.99996314 17.99992501 23.99990714 27.99988936 29.9998732  29.99986655
 27.9998628  23.99987734 17.99991212  9.99995676]"
Trafo Version4;10;5;[0, 2, 6, 7, 9];m_default;21;1698;2465;-2.099.999.999.973.740;"[ 9.99996811 17.99993518 23.99991825 27.99990122 29.99988567 29.9998936
 27.99991365 23.99993362 17.99995538  9.99997663]"
Trafo Version4;10;5;[3, 5, 6, 8, 9];m_default;21;1073;1546;-20.999.999.999.999.300;"[ 9.99999836 17.99999729 23.99999526 27.9999949  29.99999445 29.999995
 27.99999545 23.99999588 17.99999715  9.99999851]"
Trafo Version4;10;7;[0, 1, 5, 6, 7, 8, 9];m_default;21;415;616;-20.999.999.999.999.800;"[10.00000129 18.00000247 24.0000033  28.00000364 30.00000378 30.00000308
 28.00000241 24.00000185 18.00000128 10.0000007 ]"
Trafo Version4;10;7;[0, 1, 3, 4, 6, 8, 9];m_default;21;337;520;-2.100.000.000.000.000;"[10.00000007 17.99999985 23.9999995  27.99999862 29.99999824 29.9999978
 27.99999747 23.99999774 17.99999888  9.99999976]"
Trafo Version4;10;7;[0, 1, 2, 3, 6, 7, 8];m_default;21;236;369;-2.100.000.000.000.000;"[ 9.99999989 17.99999976 23.99999974 27.99999973 29.99999977 30.00000046
 28.00000052 24.00000032 18.00000005  9.99999972]"
Trafo Version4;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;21;214;288;-2.099.999.999.999.990;"[ 9.99999866 17.99999827 23.999998   27.9999981  29.99999803 29.9999981
 27.99999825 23.99999883 18.00000005  9.99999993]"
;;;;;;;;;
SQP (only FD);10;0;[];;;10;111;-20.999.999.980.757.400;"[ 9.99979582 17.99953171 23.99945443 27.99937384 29.9991408  29.99931608
 27.99921075 23.99938764 17.9996571   9.99979592]"
SQP (mixed);10;5;[0, 2, 3, 5, 9];;;10;61;-20.999.999.999.966.800;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;5;[0, 2, 6, 7, 9];;;10;61;-20.999.999.999.966.600;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;5;[3, 5, 6, 8, 9];;;10;61;-20.999.999.999.966.600;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;7;[0, 1, 5, 6, 7, 8, 9];;;10;41;-20.999.999.999.966.700;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;7;[0, 1, 3, 4, 6, 8, 9];;;10;41;-20.999.999.999.966.600;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;7;[0, 1, 2, 3, 6, 7, 8];;;10;41;-20.999.999.999.966.600;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
SQP (mixed);10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];;;10;11;-20.999.999.999.966.700;"[10.00000241 18.00000284 23.99999486 27.99998072 29.99997275 29.99997275
 27.99998072 23.99999486 18.00000284 10.00000241]"
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
HD11_rothyperellipsoid_10d;[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.];;;;;;;;
;;;;;;;;;
Version;n;known derivs;known_derivs_list;m rule;m;iterations;fct_evals;f_opt;x_opt
;;;;;;;;;
BOBYQA;10;0;[];2n+1;21;27;42;4,17E-16;"[-2.68651614e-19  5.30956056e-17  1.11465770e-17  2.35620934e-17
 -5.62506847e-17 -2.63421122e-17  2.32175276e-16  2.21837793e-16
  1.95477081e-17  1.22829846e-17]"
FullyDetQuadInterpol;10;0;[];0.5(n+1)(n+2);66;27;87;5,60E-12;"[-9.77038092e-16  6.77498203e-15 -3.83956697e-15 -3.74760937e-16
  5.81054840e-16  6.63088392e-16 -1.46983855e-15 -1.32319145e-15
  3.50665612e-17 -1.33061781e-16]"
FullyDetLinearInterpol;10;0;[];n+1;11;485;566;1,37E+04;"[ 2.52366251e-08  7.44038702e-09 -2.25467434e-09 -1.65098251e-08
 -1.13303408e-08 -6.52722977e-08 -5.22207798e-08  6.06467168e-08
 -3.39151166e-07  1.04245949e-06]"
;;;;;;;;;
Trafo Version1;10;5;[0, 2, 3, 4, 8];m_default;16;111;177;2,18E-01;"[ 6.82424747e-12  3.72210445e-09 -1.11445715e-23 -1.91018012e-22
  7.94391503e-22 -1.48731522e-09  2.22338242e-09  1.42195683e-09
 -1.47437945e-22  7.51760169e-09]"
Trafo Version1;10;5;[0, 2, 4, 5, 6];m_default;16;144;222;1,36E+00;"[ 4.18793937e-20  3.45215143e-10  1.72663045e-19 -1.80067830e-10
 -1.19002252e-19  9.65182766e-20 -3.36996227e-20 -1.91455915e-09
 -1.45026768e-09  1.09392828e-08]"
Trafo Version1;10;5;[3, 4, 7, 8, 9];m_default;16;101;159;5,45E-02;"[ 2.82704523e-10  1.94556239e-09  1.49337667e-09  5.39528279e-22
  4.62066057e-22 -5.81577065e-10 -1.52618676e-10  9.28438679e-22
  2.32699291e-17  3.12589419e-13]"
Trafo Version1;10;7;[3, 4, 5, 6, 7, 8, 9];m_default;14;41;57;7,43E-18;"[ 2.72267745e-19 -5.66364715e-20  3.76559338e-19  7.97348392e-18
 -1.29612401e-17 -7.29372168e-18  1.87922803e-18 -9.71461512e-18
  4.81093937e-17  2.79035158e-17]"
Trafo Version1;10;7;[0, 1, 3, 5, 6, 7, 9];m_default;14;45;62;3,52E-13;"[-2.92489285e-16  1.18992907e-15  9.87069553e-17  1.68812989e-15
  3.94003009e-17 -6.47904123e-15  3.66903172e-15 -4.22215667e-15
 -8.22734720e-16 -4.99710712e-16]"
Trafo Version1;10;7;[0, 1, 2, 4, 5, 6, 7];m_default;14;44;59;2,61E-14;"[ 4.59984662e-17 -5.66323668e-16  6.76884177e-16 -4.33999620e-16
  1.34236742e-15 -1.15914218e-16 -1.18859405e-15  7.26740205e-16
  2.42942633e-16 -3.67031616e-18]"
Trafo Version1;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;11;27;32;1,46E-17;"[-3.01556114e-21 -1.75838374e-19  6.71036048e-19 -2.83987839e-18
 -7.60360011e-18 -1.32792163e-17  5.61097024e-18  3.43783580e-18
 -1.62904185e-18  1.31387651e-19]"
;;;;;;;;;
Trafo Version4;10;5;[0, 2, 3, 4, 8];m_default;21;27;42;1,76E-09;"[-1.02140518e-14 -2.24265051e-14  4.21884749e-15  3.66373598e-15
  7.21644966e-15  7.41628980e-14 -1.99840144e-14 -7.19424520e-14
  1.88737914e-14  3.52273766e-13]"
Trafo Version4;10;5;[0, 2, 4, 5, 6];m_default;21;27;42;6,42E-12;"[ 2.71531287e-17 -5.13749500e-15  4.98826660e-17 -5.20646898e-16
 -3.80629658e-17 -4.18636983e-17  1.23437206e-17 -2.40449581e-14
  3.58287396e-14  4.33561976e-14]"
Trafo Version4;10;5;[3, 4, 7, 8, 9];m_default;21;27;42;7,32E-12;"[ 1.20518398e-14 -1.57068260e-14 -6.60545463e-15 -2.12956632e-17
  4.16807515e-17 -1.21281345e-14  2.53074831e-14  1.66815300e-16
 -1.72704318e-16  1.46190991e-16]"
Trafo Version4;10;7;[3, 4, 5, 6, 7, 8, 9];m_default;21;27;42;1,36E-12;"[-9.66619471e-15  6.85423485e-15  3.44777841e-16 -9.06828726e-17
  1.03433255e-16  8.55818854e-17 -1.20987541e-17  5.93931655e-17
 -6.26885111e-17 -2.95643691e-16]"
Trafo Version4;10;7;[0, 1, 3, 5, 6, 7, 9];m_default;21;27;42;2,43E-11;"[ 8.55062255e-16 -4.63560921e-16 -1.35492098e-14 -3.38564804e-16
 -3.94861315e-14 -2.06649683e-16 -8.24908411e-17 -6.08238798e-17
 -8.19072564e-14 -8.82444911e-16]"
Trafo Version4;10;7;[0, 1, 2, 4, 5, 6, 7];m_default;21;27;42;1,61E-09;"[-9.54791801e-15  9.99200722e-16  5.55111512e-16 -1.11022302e-15
  8.88178420e-16 -1.33226763e-15 -3.99680289e-15 -7.77156117e-15
  1.25011113e-13 -3.57935903e-13]"
Trafo Version4;10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];m_default;21;27;42;1,17E-17;"[-6.69510710e-18  1.44476686e-18 -2.69742400e-17  2.53396282e-17
 -9.26272988e-18  2.40832135e-18  7.85175008e-18  1.57554733e-18
  4.83999569e-18  7.48445202e-18]"
;;;;;;;;;
SQP (only FD);10;0;[];;;12;143;2,56E+00;"[-5.92670338e-09 -6.23465961e-09 -6.80292556e-09 -7.13219052e-09
 -7.15063216e-09 -7.25876980e-09 -7.29251738e-09 -7.72975543e-09
 -8.23593207e-09 -5.51934826e-09]"
SQP (mixed);10;5;[0, 2, 3, 4, 8];;;12;83;5,01E-13;"[ 6.39516651e-16 -5.19549681e-16 -1.00302253e-15 -1.28868270e-15
 -1.41423331e-15 -1.09461051e-15 -3.98986399e-16  5.58580959e-16
  1.28369537e-15  1.01654796e-15]"
SQP (mixed);10;5;[0, 2, 4, 5, 6];;;12;83;1,64E-13;"[-3.53992009e-17 -1.55311961e-16  7.89759967e-16  9.32413868e-16
  2.26381414e-16 -4.83120488e-16 -7.18175519e-16 -6.01949046e-16
 -3.93782229e-16 -3.52148866e-16]"
SQP (mixed);10;5;[3, 4, 7, 8, 9];;;12;83;8,64E-14;"[-6.34393796e-15 -1.83799373e-15  1.24046281e-15  3.19861325e-15
  4.26568503e-15  4.63171168e-15  4.34548231e-15  3.63251096e-15
  2.66280054e-15  1.39124823e-15]"
SQP (mixed);10;7;[3, 4, 5, 6, 7, 8, 9];;;12;59;2,13E-14;"[-1.94343239e-16 -7.22620748e-17 -1.10859672e-16 -2.16623594e-16
 -3.10949183e-16 -2.92300906e-16 -1.63064007e-16  1.73472348e-17
  1.90819582e-16  3.03576608e-16]"
SQP (mixed);10;7;[0, 1, 3, 5, 6, 7, 9];;;12;59;8,28E-16;"[-3.90854883e-17  1.49999371e-16  1.34332649e-16 -2.05998413e-17
 -1.08853898e-16 -1.59594560e-16 -1.80411242e-16 -1.66533454e-16
 -1.37043155e-16 -1.14491749e-16]"
SQP (mixed);10;7;[0, 1, 2, 4, 5, 6, 7];;;12;59;3,05E-13;"[ 3.70081570e-15  8.37166707e-16 -8.52941849e-16 -1.89496856e-15
 -2.55524768e-15 -2.86229374e-15 -2.77208811e-15 -2.23258911e-15
 -1.46410661e-15 -6.74807432e-16]"
SQP (mixed);10;10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9];;;12;23;2,23E-17;"[ 3.81097064e-17 -1.09504419e-17  1.01101853e-17  1.17093835e-17
 -9.10729825e-18 -9.54097912e-18  0.00000000e+00  3.46944695e-18
 -2.77555756e-17 -4.85722573e-17]"
;;;;;;;;;
;;;;;;;;;
=====;=====;=====;=====;=====;=====;=====;;;
